,word,binary_score
1242,cruelty,-1.0
1243,crumble,-1.0
1244,crumple,-1.0
1245,crusade,-1.0
1246,crush,-1.0
1247,crushed,-1.0
1248,crushing,-1.0
1249,crying,-1.0
1250,cul de sac,-1.0
1251,cull,-1.0
1252,culmination,-1.0
1253,culpability,-1.0
1254,culpable,-1.0
1255,culpableness,-1.0
1256,culpably,-1.0
1257,cumber,-1.0
1258,cumbersome,-1.0
1259,cumbrous,-1.0
1260,curb,-1.0
1261,curse,-1.0
1262,curtail,-1.0
1263,curtailed,-1.0
1264,curtailing,-1.0
1265,curtailment,-1.0
1266,curtailments,-1.0
1267,curtails,-1.0
1268,curtness,-1.0
1269,curve,-1.0
1270,custody,-1.0
1271,cut,-1.0
1272,cut back,-1.0
1273,cut down,-1.0
1274,cut of meat,-1.0
1275,cut off,-1.0
1276,cut short,-1.0
1277,cutback,-1.0
1278,cutbacks,-1.0
1279,cutting,-1.0
1280,cutting off,-1.0
1281,cyberattack,-1.0
1282,cyberattacks,-1.0
1283,cyberbullying,-1.0
1284,cybercrime,-1.0
1285,cybercrimes,-1.0
1286,cybercriminal,-1.0
1287,cybercriminals,-1.0
1288,damage,-1.0
1289,damaged,-1.0
1290,damages,-1.0
1291,damaging,-1.0
1292,damp,-1.0
1293,dampen,-1.0
1294,dampened,-1.0
1295,dandy,1.0
1296,danger,-1.0
1297,dangerous,-1.0
1298,dangerously,-1.0
1299,dangers,-1.0
1300,dangle,-1.0
1301,dangling,-1.0
1302,dark,-1.0
1303,darling,1.0
1304,dashing hopes,-1.0
1305,dawdle,-1.0
1306,daydream,1.0
1307,de-escalate,-1.0
1308,deactivate,-1.0
1309,deactivation,-1.0
1310,dead,0.0
1311,dead end,-1.0
1312,dead person,-1.0
1313,dead soul,-1.0
1314,dead-end street,-1.0
1315,deaden,-1.0
1316,deadening,-1.0
1317,deadlock,-1.0
1318,deadlocked,-1.0
1319,deadlocking,-1.0
1320,deadlocks,-1.0
1321,deadweight,-1.0
1322,deadweights,-1.0
1323,deal,-1.0
1324,dear,0.0
1325,dearie,1.0
1326,dearly-won,-1.0
1327,dearth,-1.0
1328,deary,1.0
1329,death,-1.0
1330,debar,-1.0
1331,debarment,-1.0
1332,debarments,-1.0
1333,debarred,-1.0
1334,debase,-1.0
1335,debased,-1.0
1336,debasement,-1.0
1337,debasing,-1.0
1338,debatable,-1.0
1339,debate,-1.0
1340,debauch,-1.0
1341,debauched,-1.0
1342,debaucher,-1.0
1343,debile,-1.0
1344,debilitative,-1.0
1345,debunk,-1.0
1346,debunking,-1.0
1347,decay,-1.0
1348,decease,-1.0
1349,deceased,-1.0
1350,deceased person,-1.0
1351,decedent,-1.0
1352,deceit,-1.0
1353,deceitful,-1.0
1354,deceitfully,-1.0
1355,deceitfulness,-1.0
1356,deceive,-1.0
1357,deceived,-1.0
1358,deceives,-1.0
1359,deceiving,-1.0
1360,deceivingly,-1.0
1361,decelerate,-1.0
1362,deceleration,-1.0
1363,deception,-1.0
1364,deceptions,-1.0
1365,deceptive,-1.0
1366,deceptively,-1.0
1367,decide,1.0
1368,decisive,-1.0
1369,declaration,1.0
1370,declension,-1.0
1371,declination,-1.0
1372,decline,-1.0
1373,decline in quality,-1.0
1374,declined,-1.0
1375,declines,-1.0
1376,declining,-1.0
1377,declivity,-1.0
1378,decrease,-1.0
1379,decrepit,-1.0
1380,decry,-1.0
1381,deep,-1.0
1382,deep in thought,-1.0
1383,deface,-1.0
1384,defaced,-1.0
1385,defacement,-1.0
1386,defalcate,-1.0
1387,defalcation,-1.0
1388,defalcator,-1.0
1389,defamation,-1.0
1390,defamations,-1.0
1391,defamatory,-1.0
1392,defame,-1.0
1393,defamed,-1.0
1394,defames,-1.0
1395,defaming,-1.0
1396,default,-1.0
1397,default on,-1.0
1398,default option,-1.0
1399,defaulted,-1.0
1400,defaulting,-1.0
1401,defaults,-1.0
1402,defeat,-1.0
1403,defeated,-1.0
1404,defeating,-1.0
1405,defeats,-1.0
1406,defect,-1.0
1407,defection,-1.0
1408,defective,-1.0
1409,defects,-1.0
1410,defence,-1.0
1411,defend,-1.0
1412,defendant,-1.0
1413,defendants,-1.0
1414,defended,-1.0
1415,defending,-1.0
1416,defends,-1.0
1417,defense,-1.0
1418,defensive,-1.0
1419,defensive attitude,-1.0
1420,defer,-1.0
1421,deferment,-1.0
1422,deferral,-1.0
1423,defiant,-1.0
1424,deficiencies,-1.0
1425,deficiency,-1.0
1426,deficient,-1.0
1427,deficit,-1.0
1428,deficits,-1.0
1429,defile,-1.0
1430,deflect,-1.0
1431,deflection,-1.0
1432,deflexion,-1.0
1433,deflower,-1.0
1434,deform,-1.0
1435,deformation,-1.0
1436,deformed,-1.0
1437,defraud,-1.0
1438,defrauded,-1.0
1439,defrauding,-1.0
1440,defrauds,-1.0
1441,defunct,-1.0
1442,defy,-1.0
1443,degeneracy,-1.0
1444,degenerate,-1.0
1445,degradation,-1.0
1446,degradations,-1.0
1447,degrade,-1.0
1448,degraded,-1.0
1449,degrades,-1.0
1450,degrading,-1.0
1451,deject,-1.0
1452,delay,-1.0
1453,delayed,-1.0
1454,delaying,-1.0
1455,delays,-1.0
1456,delectation,1.0
1457,delete,-1.0
1458,deleterious,-1.0
1459,deletion,-1.0
1460,deliberate,-1.0
1461,deliberated,-1.0
1462,deliberately,-1.0
1463,deliberateness,-1.0
1464,deliberation,-1.0
1465,delicious,1.0
1466,delight,1.0
1467,delighted,1.0
1468,delightful,1.0
1469,delightfully,1.0
1470,delighting,1.0
1471,delights,1.0
1472,delinquencies,-1.0
1473,delinquency,-1.0
1474,delinquent,-1.0
1475,delinquently,-1.0
1476,delinquents,-1.0
1477,delirious,1.0
1478,delist,-1.0
1479,delisted,-1.0
1480,delisting,-1.0
1481,delists,-1.0
1482,deliver the goods,1.0
1483,delude,-1.0
1484,delusive,-1.0
1485,delusory,-1.0
1486,demean,-1.0
1487,demented,-1.0
1488,demerit,-1.0
1489,demise,-1.0
1490,demised,-1.0
1491,demises,-1.0
1492,demising,-1.0
1493,demobilise,-1.0
1494,demobilize,-1.0
1495,democratic,1.0
1496,demode,-1.0
1497,demolish,-1.0
1498,demolished,-1.0
1499,demolishes,-1.0
1500,demolishing,-1.0
1501,demolition,-1.0
1502,demolitions,-1.0
1503,demonstrator,-1.0
1504,demoralise,-1.0
1505,demoralised,-1.0
1506,demoralize,-1.0
1507,demoralized,-1.0
1508,demote,-1.0
1509,demoted,-1.0
1510,demotes,-1.0
1511,demoting,-1.0
1512,demotion,-1.0
1513,demotions,-1.0
1514,demurrer,-1.0
1515,denial,-1.0
1516,denials,-1.0
1517,denied,-1.0
1518,denies,-1.0
1519,denigrate,-1.0
1520,denigrated,-1.0
1521,denigrates,-1.0
1522,denigrating,-1.0
1523,denigration,-1.0
1524,denigrative,-1.0
1525,denigratory,-1.0
1526,dense,-1.0
1527,denudation,-1.0
1528,deny,-1.0
1529,denying,-1.0
1530,depart,-1.0
1531,departed,-1.0
1532,department of corrections,-1.0
1533,departure,-1.0
1534,dependability,1.0
1535,dependable,1.0
1536,dependableness,1.0
1537,deplete,-1.0
1538,depleted,-1.0
1539,depletes,-1.0
1540,depleting,-1.0
1541,depletion,-1.0
1542,depletions,-1.0
1543,deplorable,-1.0
1544,deport,-1.0
1545,depravation,-1.0
1546,deprave,-1.0
1547,depravity,-1.0
1548,deprecation,-1.0
1549,depreciate,-1.0
1550,depreciation,-1.0
1551,depress,-1.0
1552,depressed,-1.0
1553,depresses,-1.0
1554,depressing,-1.0
1555,deprivation,-1.0
1556,deprive,-1.0
1557,deprived,-1.0
1558,deprives,-1.0
1559,depriving,-1.0
1560,deracination,-1.0
1561,derangement,-1.0
1562,derelict,-1.0
1563,dereliction,-1.0
1564,derision,-1.0
1565,derive,1.0
1566,derogate,-1.0
1567,derogation,-1.0
1568,derogative,-1.0
1569,derogatory,-1.0
1570,descent,-1.0
1571,desecrate,-1.0
1572,desert,-1.0
1573,deserted,-1.0
1574,desertion,-1.0
1575,design,1.0
1576,designate,1.0
1577,designed,-1.0
1578,designedly,-1.0
1579,desirable,1.0
1580,desire,1.0
1581,desired,1.0
1582,desolate,-1.0
1583,desolation,-1.0
1584,despicable,-1.0
1585,despoil,-1.0
1586,destabilisation,-1.0
1587,destabilise,-1.0
1588,destabilization,-1.0
1589,destabilize,-1.0
1590,destabilized,-1.0
1591,destabilizing,-1.0
1592,destine,1.0
1593,destined,1.0
1594,destroy,-1.0
1595,destroyed,-1.0
1596,destroying,-1.0
1597,destroys,-1.0
1598,destruct,-1.0
1599,destruction,-1.0
1600,destructive,-1.0
1601,detain,-1.0
1602,detained,-1.0
1603,detainment,-1.0
1604,detention,-1.0
1605,detentions,-1.0
1606,deter,-1.0
1607,deteriorate,-1.0
1608,deteriorated,-1.0
1609,deteriorates,-1.0
1610,deteriorating,-1.0
1611,deterioration,-1.0
1612,deteriorations,-1.0
1613,determent,-1.0
1614,deterred,-1.0
1615,deterrence,-1.0
1616,deterrences,-1.0
1617,deterrent,-1.0
1618,deterrents,-1.0
1619,deterring,-1.0
1620,deters,-1.0
1621,detestable,-1.0
1622,detract,-1.0
1623,detracted,-1.0
1624,detracting,-1.0
1625,detriment,-1.0
1626,detrimental,-1.0
1627,detrimentally,-1.0
1628,detriments,-1.0
1629,detrition,-1.0
1630,devaluate,-1.0
1631,devalue,-1.0
1632,devalued,-1.0
1633,devalues,-1.0
1634,devaluing,-1.0
1635,devastate,-1.0
1636,devastated,-1.0
1637,devastating,-1.0
1638,devastation,-1.0
1639,develop,-1.0
1640,development,-1.0
1641,deviance,-1.0
1642,deviant,-1.0
1643,deviate,-1.0
1644,deviated,-1.0
1645,deviates,-1.0
1646,deviating,-1.0
1647,deviation,-1.0
1648,deviations,-1.0
1649,devil,-1.0
1650,devilment,-1.0
1651,devilry,-1.0
1652,deviltry,-1.0
1653,devise,1.0
1654,devolve,-1.0
1655,devolved,-1.0
1656,devolves,-1.0
1657,devolving,-1.0
1658,diaphragm,-1.0
1659,diddle,-1.0
1660,die,-1.0
1661,die hard,-1.0
1662,differ,-1.0
1663,difference,-1.0
1664,difference of opinion,-1.0
1665,differentiation,1.0
1666,difficult,-1.0
1667,difficulties,-1.0
1668,difficultly,-1.0
1669,difficultness,-1.0
1670,difficulty,-1.0
1671,diffident,-1.0
1672,digest,-1.0
1673,digression,-1.0
1674,dilapidated,-1.0
1675,diligent,1.0
1676,diligently,1.0
1677,dilute,-1.0
1678,dim,-1.0
1679,diminish,-1.0
1680,diminished,-1.0
1681,diminishes,-1.0
1682,diminishing,-1.0
1683,diminution,-1.0
1684,din,1.0
1685,dingy,-1.0
1686,dip,-1.0
1687,dipped,-1.0
1688,dipping,-1.0
1689,dips,-1.0
1690,direct,1.0
1691,dirt,-1.0
1692,dirty word,-1.0
1693,disability,-1.0
1694,disable,-1.0
1695,disablement,-1.0
1696,disabling,-1.0
1697,disaccord,-1.0
1698,disadvantage,-1.0
1699,disadvantaged,-1.0
1700,disadvantageous,-1.0
1701,disadvantages,-1.0
1702,disaffect,-1.0
1703,disaffection,-1.0
1704,disaffiliation,-1.0
1705,disaffirmation,-1.0
1706,disagree,-1.0
1707,disagreeable,-1.0
1708,disagreed,-1.0
1709,disagreeing,-1.0
1710,disagreement,-1.0
1711,disagreements,-1.0
1712,disagrees,-1.0
1713,disallow,-1.0
1714,disallowance,-1.0
1715,disallowances,-1.0
1716,disallowed,-1.0
1717,disallowing,-1.0
1718,disallows,-1.0
1719,disappear,-1.0
1720,disappearance,-1.0
1721,disappearances,-1.0
1722,disappeared,-1.0
1723,disappearing,-1.0
1724,disappears,-1.0
1725,disappoint,-1.0
1726,disappointed,-1.0
1727,disappointing,-1.0
1728,disappointingly,-1.0
1729,disappointment,-1.0
1730,disappointments,-1.0
1731,disappoints,-1.0
1732,disapprobation,-1.0
1733,disapproval,-1.0
1734,disapprovals,-1.0
1735,disapprove,-1.0
1736,disapproved,-1.0
1737,disapproves,-1.0
1738,disapproving,-1.0
1739,disarray,-1.0
1740,disassociate,-1.0
1741,disassociates,-1.0
1742,disassociating,-1.0
1743,disassociation,-1.0
1744,disassociations,-1.0
1745,disaster,-1.0
1746,disasters,-1.0
1747,disastrous,-1.0
1748,disastrously,-1.0
1749,disavow,-1.0
1750,disavowal,-1.0
1751,disavowed,-1.0
1752,disavowing,-1.0
1753,disavows,-1.0
1754,disbelieve,-1.0
1755,discard,-1.0
1756,disceptation,-1.0
1757,discerp,-1.0
1758,discharge,-1.0
1759,discharged,-1.0
1760,disciplinal,-1.0
1761,disciplinary,-1.0
1762,discipline,-1.0
1763,disclaim,-1.0
1764,disclaimed,-1.0
1765,disclaimer,-1.0
1766,disclaimers,-1.0
1767,disclaiming,-1.0
1768,disclaims,-1.0
1769,disclose,-1.0
1770,disclosed,-1.0
1771,discloses,-1.0
1772,disclosing,-1.0
1773,discombobulate,-1.0
1774,discombobulation,-1.0
1775,discomfit,-1.0
1776,discomfited,-1.0
1777,discommode,-1.0
1778,discompose,-1.0
1779,disconcert,-1.0
1780,disconfirming,-1.0
1781,disconnected,-1.0
1782,disconsolate,-1.0
1783,discontinuance,-1.0
1784,discontinuances,-1.0
1785,discontinuation,-1.0
1786,discontinuations,-1.0
1787,discontinue,-1.0
1788,discontinued,-1.0
1789,discontinues,-1.0
1790,discontinuing,-1.0
1791,discord,-1.0
1792,discount,-1.0
1793,discourage,-1.0
1794,discouraged,-1.0
1795,discourages,-1.0
1796,discouraging,-1.0
1797,discourtesy,-1.0
1798,discover,0.0
1799,discoverer,1.0
1800,discovery,0.0
1801,discredit,-1.0
1802,discreditably,-1.0
1803,discredited,-1.0
1804,discrediting,-1.0
1805,discredits,-1.0
1806,discrepancies,-1.0
1807,discrepancy,-1.0
1808,discrepant,-1.0
1809,discriminatory,-1.0
1810,disdain,0.0
1811,disenable,-1.0
1812,disfavor,-1.0
1813,disfavored,-1.0
1814,disfavoring,-1.0
1815,disfavors,-1.0
1816,disfavour,-1.0
1817,disfiguration,-1.0
1818,disfigure,-1.0
1819,disfigurement,-1.0
1820,disfunction,-1.0
1821,disgorge,-1.0
1822,disgorged,-1.0
1823,disgorgement,-1.0
1824,disgorgements,-1.0
1825,disgorges,-1.0
1826,disgorging,-1.0
1827,disgrace,-1.0
1828,disgraced,-1.0
1829,disgraceful,-1.0
1830,disgracefully,-1.0
1831,disgruntled,-1.0
1832,disheartened,-1.0
1833,dishonest,-1.0
1834,dishonestly,-1.0
1835,dishonesty,-1.0
1836,dishonor,-1.0
1837,dishonorable,-1.0
1838,dishonorably,-1.0
1839,dishonored,-1.0
1840,dishonoring,-1.0
1841,dishonors,-1.0
1842,dishonour,-1.0
1843,dishonourable,-1.0
1844,dishonourably,-1.0
1845,disincentive,-1.0
1846,disincentives,-1.0
1847,disinclination,-1.0
1848,disintegration,-1.0
1849,disinterested,-1.0
1850,disinterestedly,-1.0
1851,disinterestedness,-1.0
1852,disinvest,-1.0
1853,disjoint,-1.0
1854,disjointed,-1.0
1855,dislike,-1.0
1856,dislocation,-1.0
1857,disloyal,-1.0
1858,disloyally,-1.0
1859,disloyalty,-1.0
1860,dismal,-1.0
1861,dismally,-1.0
1862,dismantled,-1.0
1863,dismay,-1.0
1864,dismayed,-1.0
1865,dismiss,-1.0
1866,dismissal,-1.0
1867,dismissals,-1.0
1868,dismissed,-1.0
1869,dismisses,-1.0
1870,dismissing,-1.0
1871,dismission,-1.0
1872,disobedience,-1.0
1873,disoblige,-1.0
1874,disorder,-1.0
1875,disordered,-1.0
1876,disorderly,-1.0
1877,disoriented,-1.0
1878,disown,-1.0
1879,disparage,-1.0
1880,disparaged,-1.0
1881,disparagement,-1.0
1882,disparagements,-1.0
1883,disparages,-1.0
1884,disparaging,-1.0
1885,disparagingly,-1.0
1886,disparateness,1.0
1887,disparities,-1.0
1888,disparity,-1.0
1889,dispense with,-1.0
1890,dispirit,-1.0
1891,dispirited,-1.0
1892,displace,-1.0
1893,displaced,-1.0
1894,displacement,-1.0
1895,displacement reaction,-1.0
1896,displacements,-1.0
1897,displaces,-1.0
1898,displacing,-1.0
1899,display,-1.0
1900,displaying incompetence,-1.0
1901,disport,-1.0
1902,dispose,-1.0
1903,dispossess,-1.0
1904,dispossessed,-1.0
1905,dispossesses,-1.0
1906,dispossessing,-1.0
1907,dispossession,-1.0
1908,dispraise,-1.0
1909,disproof,-1.0
1910,disproportion,-1.0
1911,disproportional,-1.0
1912,disproportionate,-1.0
1913,disproportionately,-1.0
1914,disputation,-1.0
1915,disputatious,-1.0
1916,disputative,-1.0
1917,dispute,-1.0
1918,disputed,-1.0
1919,disputes,-1.0
1920,disputing,-1.0
1921,disqualification,-1.0
1922,disqualifications,-1.0
1923,disqualified,-1.0
1924,disqualifies,-1.0
1925,disqualify,-1.0
1926,disqualifying,-1.0
1927,disquiet,-1.0
1928,disquieted,-1.0
1929,disregard,-1.0
1930,disregarded,-1.0
1931,disregarding,-1.0
1932,disregardless,-1.0
1933,disregards,-1.0
1934,disreputable,-1.0
1935,disrepute,-1.0
1936,disrespect,-1.0
1937,disrupt,-1.0
1938,disrupted,-1.0
1939,disrupting,-1.0
1940,disruption,-1.0
1941,disruptions,-1.0
1942,disruptive,-1.0
1943,disrupts,-1.0
1944,dissatisfaction,-1.0
1945,dissatisfactory,-1.0
1946,dissatisfied,-1.0
1947,dissatisfy,-1.0
1948,dissembling,-1.0
1949,dissension,-1.0
1950,dissent,-1.0
1951,dissented,-1.0
1952,dissenter,-1.0
1953,dissenters,-1.0
1954,dissentient,-1.0
1955,dissenting,-1.0
1956,dissents,-1.0
1957,dissident,-1.0
1958,dissidents,-1.0
1959,dissimulation,-1.0
1960,dissipated,-1.0
1961,dissipation,-1.0
1962,dissociate,-1.0
1963,dissociation,-1.0
1964,dissolute,-1.0
1965,dissolution,-1.0
1966,dissolutions,-1.0
1967,dissolve,0.0
1968,dissolving,-1.0
1969,dissonance,-1.0
1970,dissonant,-1.0
1971,dissuade,-1.0
1972,dissymmetry,-1.0
1973,distasteful,-1.0
1974,distinction,1.0
1975,distinctions,1.0
1976,distinctive,1.0
1977,distinctively,1.0
1978,distinctiveness,1.0
1979,distort,-1.0
1980,distorted,-1.0
1981,distorted shape,-1.0
1982,distorting,-1.0
1983,distortion,-1.0
1984,distortions,-1.0
1985,distorts,-1.0
1986,distract,-1.0
1987,distracted,-1.0
1988,distracting,-1.0
1989,distraction,-1.0
1990,distractions,-1.0
1991,distracts,-1.0
1992,distraint,-1.0
1993,distrait,-1.0
1994,distress,-1.0
1995,distressed,-1.0
1996,distressful,-1.0
1997,distressfulness,-1.0
1998,distressing,-1.0
1999,distribute,-1.0
2000,distrust,-1.0
2001,disturb,-1.0
2002,disturbance,-1.0
2003,disturbances,-1.0
2004,disturbed,-1.0
2005,disturbing,-1.0
2006,disturbs,-1.0
2007,disunite,-1.0
2008,disuse,-1.0
2009,disused,-1.0
2010,divagation,-1.0
2011,dive,-1.0
2012,diverge,-1.0
2013,divergence,-1.0
2014,diversion,-1.0
2015,diversionary attack,-1.0
2016,divert,-1.0
2017,diverted,-1.0
2018,diverting,-1.0
2019,diverts,-1.0
2020,divest,-1.0
2021,divested,-1.0
2022,divesting,-1.0
2023,divestiture,-1.0
2024,divestitures,-1.0
2025,divestment,-1.0
2026,divestments,-1.0
2027,divests,-1.0
2028,divine guidance,1.0
2029,divorce,-1.0
2030,divorced,-1.0
2031,divorcement,-1.0
2032,divulge,-1.0
2033,divulged,-1.0
2034,divulges,-1.0
2035,divulging,-1.0
2036,do good,1.0
2037,do in,-1.0
2038,dodge,-1.0
2039,dodging,-1.0
2040,dogged,-1.0
2041,doggedness,-1.0
2042,dogging,-1.0
2043,doldrums,-1.0
2044,dominate,-1.0
2045,dominating,-1.0
2046,doom,0.0
2047,doomed,-1.0
2048,double-dealing,-1.0
2049,double-dyed,1.0
2050,double-faced,-1.0
2051,double-tongued,-1.0
2052,doubt,-1.0
2053,doubted,-1.0
2054,doubtful,-1.0
2055,doubtfulness,-1.0
2056,doubting,-1.0
2057,doubts,-1.0
2058,dour,-1.0
2059,down,-1.0
2060,down in the mouth,-1.0
2061,downcast,-1.0
2062,downgrade,-1.0
2063,downgraded,-1.0
2064,downgrades,-1.0
2065,downgrading,-1.0
2066,downhearted,-1.0
2067,downplay,-1.0
2068,downsize,-1.0
2069,downsized,-1.0
2070,downsizes,-1.0
2071,downsizing,-1.0
2072,downsizings,-1.0
2073,downslope,-1.0
2074,downswing,-1.0
2075,downtime,-1.0
2076,downtimes,-1.0
2077,downturn,-1.0
2078,downturns,-1.0
2079,downward,-1.0
2080,downwardly,-1.0
2081,downwards,-1.0
2082,drab,-1.0
2083,drag,-1.0
2084,drag in,-1.0
2085,drag on,-1.0
2086,drag out,-1.0
2087,dramatic,1.0
2088,drastic,-1.0
2089,drastically,-1.0
2090,draw,-1.0
2091,draw out,-1.0
2092,drawback,-1.0
2093,drawbacks,-1.0
2094,drawn-out,-1.0
2095,dread,-1.0
2096,dreadfully,-1.0
2097,dream,1.0
2098,dreaming,1.0
2099,drear,-1.0
2100,drearily,-1.0
2101,dreary,-1.0
2102,dredge,-1.0
2103,dribble,-1.0
2104,drift,-1.0
2105,drip,-1.0
2106,drive,-1.0
2107,drop,-1.0
2108,drop back,-1.0
2109,drop behind,-1.0
2110,drop by the wayside,-1.0
2111,drop dead,-1.0
2112,drop down,-1.0
2113,drop off,-1.0
2114,drop out,-1.0
2115,dropped,-1.0
2116,dropping,-1.0
2117,drops,-1.0
2118,drought,-1.0
2119,droughts,-1.0
2120,drouth,-1.0
2121,dubiety,-1.0
2122,dubious,-1.0
2123,dubiously,-1.0
2124,dubiousness,-1.0
2125,dubitable,-1.0
2126,duck,-1.0
2127,ducky,1.0
2128,dull,-1.0
2129,dumb,-1.0
2130,dumbfound,-1.0
2131,dun,-1.0
2132,dupe,-1.0
2133,dupery,-1.0
2134,duplicitous,-1.0
2135,duplicity,-1.0
2136,durability,1.0
2137,duress,-1.0
2138,dwarf,-1.0
2139,dwell,-1.0
2140,dying,-1.0
2141,dysfunction,-1.0
2142,dysfunctional,-1.0
2143,dysfunctions,-1.0
2144,dysphoric,-1.0
2145,earn,1.0
2146,earnestly,-1.0
2147,earnestness,-1.0
2148,ease,-1.0
2149,easement,-1.0
2150,easier,1.0
2151,easily,1.0
2152,easing,-1.0
2153,easy,0.0
2154,easygoing,1.0
2155,eat,-1.0
2156,eat at,-1.0
2157,eat away,-1.0
2158,eat up,-1.0
2159,eating away,-1.0
2160,ebullience,1.0
2161,echo,-1.0
2162,eclipse,-1.0
2163,edit,-1.0
2164,edit out,-1.0
2165,editing,-1.0
2166,effect,-1.0
2167,effected,1.0
2168,effective,1.0
2169,effectiveness,1.0
2170,effectual,1.0
2171,efficacious,1.0
2172,efficiencies,1.0
2173,efficiency,1.0
2174,efficient,1.0
2175,efficiently,1.0
2176,effort,-1.0
2177,egregious,-1.0
2178,egregiously,-1.0
2179,ejection,-1.0
2180,elaborate,-1.0
2181,elapse,-1.0
2182,electronegative,-1.0
2183,electropositive,1.0
2184,elevate,1.0
2185,elicit,-1.0
2186,eliminate,-1.0
2187,elimination,-1.0
2188,elongated,-1.0
2189,elude,-1.0
2190,elusive,-1.0
2191,emaciate,-1.0
2192,emaciated,-1.0
2193,emasculated,-1.0
2194,embargo,-1.0
2195,embargoed,-1.0
2196,embargoes,-1.0
2197,embargoing,-1.0
2198,embarrass,-1.0
2199,embarrassed,-1.0
2200,embarrasses,-1.0
2201,embarrassing,-1.0
2202,embarrassment,-1.0
2203,embarrassments,-1.0
2204,embezzle,-1.0
2205,embezzled,-1.0
2206,embezzlement,-1.0
2207,embezzlements,-1.0
2208,embezzler,-1.0
2209,embezzles,-1.0
2210,embezzling,-1.0
2211,emblematic,1.0
2212,embroil,-1.0
2213,emesis,-1.0
2214,eminence,1.0
2215,eminent,1.0
2216,emotional,1.0
2217,emphasis,-1.0
2218,emphasise,-1.0
2219,emphasize,-1.0
2220,empower,1.0
2221,empowered,1.0
2222,empowering,1.0
2223,empowers,1.0
2224,empty,-1.0
2225,enable,1.0
2226,enabled,1.0
2227,enables,1.0
2228,enabling,1.0
2229,enceinte,1.0
2230,enchant,1.0
2231,enclose,-1.0
2232,encounter,-1.0
2233,encourage,1.0
2234,encouraged,1.0
2235,encouragement,1.0
2236,encourages,1.0
2237,encouraging,1.0
2238,encroach,-1.0
2239,encroached,-1.0
2240,encroaches,-1.0
2241,encroaching,-1.0
2242,encroachment,-1.0
2243,encroachments,-1.0
2244,encumber,-1.0
2245,encumbered,-1.0
2246,encumbering,-1.0
2247,encumbers,-1.0
2248,encumbrance,-1.0
2249,encumbrances,-1.0
2250,end,-1.0
2251,end point,-1.0
2252,endanger,-1.0
2253,endangered,-1.0
2254,endangering,-1.0
2255,endangerment,-1.0
2256,endangers,-1.0
2257,ended,-1.0
2258,ending,-1.0
2259,endow,1.0
2260,endpoint,-1.0
2261,endue,1.0
2262,endure,-1.0
2263,enduringness,1.0
2264,enemy,-1.0
2265,energise,1.0
2266,energize,1.0
2267,enervating,-1.0
2268,enfeebling,-1.0
2269,engage,-1.0
2270,engagement,-1.0
2271,enhance,1.0
2272,enhanced,1.0
2273,enhancement,1.0
2274,enhancements,1.0
2275,enhances,1.0
2276,enhancing,1.0
2277,enjoin,-1.0
2278,enjoined,-1.0
2279,enjoining,-1.0
2280,enjoinment,-1.0
2281,enjoins,-1.0
2282,enjoy,1.0
2283,enjoyable,1.0
2284,enjoyably,1.0
2285,enjoyed,1.0
2286,enjoying,1.0
2287,enjoyment,1.0
2288,enjoys,1.0
2289,enkindle,-1.0
2290,enlarged,-1.0
2291,enlightening,1.0
2292,enmity,-1.0
2293,enormous,1.0
2294,enormously,1.0
2295,enormousness,1.0
2296,enquire,-1.0
2297,enquiry,-1.0
2298,enrapture,1.0
2299,ensure,1.0
2300,entail,-1.0
2301,entertained,-1.0
2302,enthral,1.0
2303,enthrall,1.0
2304,enthralled,1.0
2305,enthusiasm,1.0
2306,enthusiastic,1.0
2307,enthusiastically,1.0
2308,entirely,1.0
2309,entranced,1.0
2310,entreat,-1.0
2311,entrench,-1.0
2312,equipment casualty,-1.0
2313,equipment failure,-1.0
2314,equivocation,-1.0
2315,erode,-1.0
2316,eroded,-1.0
2317,erodes,-1.0
2318,eroding,-1.0
2319,erosion,-1.0
2320,err,-1.0
2321,erratic,-1.0
2322,erratically,-1.0
2323,erred,-1.0
2324,erring,-1.0
2325,erroneous,-1.0
2326,erroneous belief,-1.0
2327,erroneously,-1.0
2328,erroneousness,-1.0
2329,error,-1.0
2330,error-prone,-1.0
2331,errors,-1.0
2332,errs,-1.0
2333,erupt,-1.0
2334,escalate,-1.0
2335,escalated,-1.0
2336,escalates,-1.0
2337,escalating,-1.0
2338,escape,-1.0
2339,especial,1.0
2340,essence,-1.0
2341,essential,-1.0
2342,established,1.0
2343,esteemed,1.0
2344,estimable,1.0
2345,estrange,-1.0
2346,estranged,-1.0
2347,estrangement,-1.0
2348,ethical,1.0
2349,evacuate,-1.0
2350,evacuation,-1.0
2351,evade,-1.0
2352,evaded,-1.0
2353,evades,-1.0
2354,evading,-1.0
2355,evaporate,-1.0
2356,evasion,-1.0
2357,evasions,-1.0
2358,evasive,-1.0
2359,even off,-1.0
2360,even out,-1.0
2361,even up,-1.0
2362,everlasting,1.0
2363,evict,-1.0
2364,evicted,-1.0
2365,evicting,-1.0
2366,eviction,-1.0
2367,evictions,-1.0
2368,evicts,-1.0
2369,evidence,-1.0
2370,evocation,-1.0
2371,evoke,-1.0
2372,ex,-1.0
2373,exacerbate,-1.0
2374,exacerbated,-1.0
2375,exacerbates,-1.0
2376,exacerbating,-1.0
2377,exacerbation,-1.0
